Session,Session Date,Session Title / Poster Group,Start Time,Stop Time,# of Papers,Session Chairs,Session Order,Poster ID,Paper ID,Title (Corrected),Authors (Corrected)
,,,,,,,150,195b,5258,Fourier Document Restoration for Robust Document Dewarping and Recognition,Chuhui Xue; Zichen Tian; Fangneng Zhan; Shijian Lu; Song Bai
,,,,,,,151,196b,6276,XYLayoutLM: Towards Layout-Aware Multimodal Networks for Visually-Rich Document Understanding,Zhangxuan Gu; Changhua Meng; Ke Wang; Jun Lan; Weiqiang Wang; Ming Gu; Liqing Zhang
,,,,,,,152,197b,7348,SwinTextSpotter: Scene Text Spotting via Better Synergy Between Text Detection and Text Recognition,Mingxin Huang; Yuliang Liu; Zhenghao Peng; Chongyu Liu; Dahua Lin; Shenggao Zhu; Nicholas Yuan; Kai Ding; Lianwen Jin
,,,,,,,153,198b,2703,Towards Weakly-Supervised Text Spotting Using a Multi-Task Transformer,Yair Kittenplon; Inbal Lavi; Sharon Fogel; Yarin Bar; R. Manmatha; Pietro Perona
,,,,,,,154,199b,3686,TableFormer: Table Structure Understanding With Transformers,Ahmed Nassar; Nikolaos Livathinos; Maksym Lysak; Peter Staar
,,,,,,,155,200b,8352,Knowledge Mining With Scene Text for Fine-Grained Recognition,Hao Wang; Junchao Liao; Tianheng Cheng; Zewen Gao; Hao Liu; Bo Ren; Xiang Bai; Wenyu Liu
,,,,,,,156,201b,11454,PubTables-1M: Towards Comprehensive Table Extraction From Unstructured Documents,Brandon Smock; Rohith Pesala; Robin Abraham
,,"Recognition: Detection, Categorization, Retrieval",,,,,157,202b,190,Focal and Global Knowledge Distillation for Detectors,Zhendong Yang; Zhe Li; Xiaohu Jiang; Yuan Gong; Zehuan Yuan; Danpei Zhao; Chun Yuan
,,,,,,,158,203b,7508,Speed Up Object Detection on Gigapixel-Level Images With Patch Arrangement,Jiahao Fan; Huabin Liu; Wenjie Yang; John See; Aixin Zhang; Weiyao Lin
,,,,,,,159,204b,4986,Training Object Detectors From Scratch: An Empirical Study in the Era of Vision Transformer,Weixiang Hong; Jiangwei Lao; Wang Ren; Jian Wang; Jingdong Chen; Wei Chu
,,,,,,,160,205b,11263,Learning With Neighbor Consistency for Noisy Labels,Ahmet Iscen; Jack Valmadre; Anurag Arnab; Cordelia Schmid
,,,,,,,161,206b,8528,Meta Convolutional Neural Networks for Single Domain Generalization,Chaoqun Wan; Xu Shen; Yonggang Zhang; Zhiheng Yin; Xinmei Tian; Feng Gao; Jianqiang Huang; Xian-Sheng Hua
,,,,,,,162,207b,7876,Dual Cross-Attention Learning for Fine-Grained Visual Categorization and Object Re-Identification,Haowei Zhu; Wenjing Ke; Dong Li; Ji Liu; Lu Tian; Yi Shan
,,,,,,,163,208b,8857,Geometry-Aware Guided Loss for Deep Crack Recognition,Zhuangzhuang Chen; Jin Zhang; Zhuonan Lai; Jie Chen; Zun Liu; Jianqiang Li
,,,,,,,164,209b,7839,"Segment, Magnify and Reiterate: Detecting Camouflaged Objects the Hard Way",Qi Jia; Shuilian Yao; Yu Liu; Xin Fan; Risheng Liu; Zhongxuan Luo
,,,,,,,165,210b,8991,Dynamic Sparse R-CNN,Qinghang Hong; Fengming Liu; Dong Li; Ji Liu; Lu Tian; Yi Shan
,,,,,,,166,211b,7607,Deep Hybrid Models for Out-of-Distribution Detection,Senqi Cao; Zhongfei Zhang
,,,,,,,167,212b,9675,AutoLoss-GMS: Searching Generalized Margin-Based Softmax Loss Function for Person Re-Identification,Hongyang Gu; Jianmin Li; Guangyuan Fu; Chifong Wong; Xinghao Chen; Jun Zhu
,,,,,,,168,213b,6289,Feature Erasing and Diffusion Network for Occluded Person Re-Identification,Zhikang Wang; Feng Zhu; Shixiang Tang; Rui Zhao; Lihuo He; Jiangning Song
,,,,,,,169,214b,3259,Multi-Label Classification With Partial Annotations Using Class-Aware Selective Loss,Emanuel Ben-Baruch; Tal Ridnik; Itamar Friedman; Avi Ben-Cohen; Nadav Zamir; Asaf Noy; Lihi Zelnik-Manor
,,,,,,,170,215b,4311,BoxeR: Box-Attention for 2D and 3D Transformers,Duy-Kien Nguyen; Jihong Ju; Olaf Booij; Martin R. Oswald; Cees G. M. Snoek
,,,,,,,171,216b,11259,Multi-Label Iterated Learning for Image Classification With Label Ambiguity,Sai Rajeswar; Pau Rodríguez; Soumye Singhal; David Vazquez; Aaron Courville
,,,,,,,172,217b,7365,Vision Transformer With Deformable Attention,Zhuofan Xia; Xuran Pan; Shiji Song; Li Erran Li; Gao Huang
,,,,,,,173,218b,1935,MViTv2: Improved Multiscale Vision Transformers for Classification and Detection,Yanghao Li; Chao-Yuan Wu; Haoqi Fan; Karttikeya Mangalam; Bo Xiong; Jitendra Malik; Christoph Feichtenhofer
,,,,,,,174,219b,3186,Dense Learning Based Semi-Supervised Object Detection,Binghui Chen; Pengyu Li; Xiang Chen; Biao Wang; Lei Zhang; Xian-Sheng Hua
,,,,,,,175,220b,4814,R(Det)2: Randomized Decision Routing for Object Detection,Yali Li; Shengjin Wang
,,,,,,,176,221b,11046,"GlideNet: Global, Local and Intrinsic Based Dense Embedding NETwork for Multi-Category Attributes Prediction",Kareem Metwaly; Aerin Kim; Elliot Branson; Vishal Monga
,,,,,,,177,222b,7359,Self-Supervised Equivariant Learning for Oriented Keypoint Detection,Jongmin Lee; Byungjin Kim; Minsu Cho
,,,,,,,178,223b,8954,Label Relation Graphs Enhanced Hierarchical Residual Network for Hierarchical Multi-Granularity Classification,Jingzhou Chen; Peng Wang; Jian Liu; Yuntao Qian
,,,,,,,179,224b,1514,Object Localization Under Single Coarse Point Supervision,Xuehui Yu; Pengfei Chen; Di Wu; Najmul Hassan; Guorong Li; Junchi Yan; Humphrey Shi; Qixiang Ye; Zhenjun Han
,,,,,,,180,225b,6518,Rethinking Visual Geo-Localization for Large-Scale Applications,Gabriele Berton; Carlo Masone; Barbara Caputo
,,,,,,,181,226b,7579,Whose Hands Are These? Hand Detection and Hand-Body Association in the Wild,Supreeth Narasimhaswamy; Thanh Nguyen; Mingzhen Huang; Minh Hoai
,,,,,,,182,227b,628,Cloning Outfits From Real-World Images to 3D Characters for Generalizable Person Re-Identification,Yanan Wang; Xuezhi Liang; Shengcai Liao
,,,,,,,183,228b,2206,Towards Unsupervised Domain Generalization,Xingxuan Zhang; Linjun Zhou; Renzhe Xu; Peng Cui; Zheyan Shen; Haoxin Liu
,,,,,,,184,229b,5401,ViM: Out-of-Distribution With Virtual-Logit Matching,Haoqi Wang; Zhizhong Li; Litong Feng; Wayne Zhang
,,,,,,,185,230b,1806,Vision Transformer Slimming: Multi-Dimension Searching in Continuous Optimization Space,Arnav Chavan; Zhiqiang Shen; Zhuang Liu; Zechun Liu; Kwang-Ting Cheng; Eric P. Xing
,,,,,,,186,231b,1865,Nonuniform-to-Uniform Quantization: Towards Accurate Quantization via Generalized Straight-Through Estimation,Zechun Liu; Kwang-Ting Cheng; Dong Huang; Eric P. Xing; Zhiqiang Shen
,,Vision & Language,,,,,187,232b,4057,Align and Prompt: Video-and-Language Pre-Training With Entity Prompts,Dongxu Li; Junnan Li; Hongdong Li; Juan Carlos Niebles; Steven C.H. Hoi
,,,,,,,188,233b,600,Language-Bridged Spatial-Temporal Interaction for Referring Video Object Segmentation,Zihan Ding; Tianrui Hui; Junshi Huang; Xiaoming Wei; Jizhong Han; Si Liu
,,,,,,,189,234b,2950,Language As Queries for Referring Video Object Segmentation,Jiannan Wu; Yi Jiang; Peize Sun; Zehuan Yuan; Ping Luo
,,,,,,,190,235b,4222,End-to-End Referring Video Object Segmentation With Multimodal Transformers,Adam Botach; Evgenii Zheltonozhskii; Chaim Baskin
,,,,,,,191,236b,7238,Multi-Level Representation Learning With Semantic Alignment for Referring Video Object Segmentation,Dongming Wu; Xingping Dong; Ling Shao; Jianbing Shen
,,,,,,,192,237b,11200,X-Pool: Cross-Modal Language-Video Attention for Text-Video Retrieval,Satya Krishna Gorti; Noël Vouitsis; Junwei Ma; Keyvan Golestan; Maksims Volkovs; Animesh Garg; Guangwei Yu
,,,,,,,193,238b,10622,Video-Text Representation Learning via Differentiable Weak Temporal Alignment,Dohwan Ko; Joonmyung Choi; Juyeon Ko; Shinyeong Noh; Kyoung-Woon On; Eun-Sol Kim; Hyunwoo J. Kim
,,,,,,,194,239b,469,MAD: A Scalable Dataset for Language Grounding in Videos From Movie Audio Descriptions,Mattia Soldan; Alejandro Pardo; Juan León Alcázar; Fabian Caba; Chen Zhao; Silvio Giancola; Bernard Ghanem
,,,,,,,195,240b,5303,Advancing High-Resolution Video-Language Representation With Large-Scale Video Transcriptions,Hongwei Xue; Tiankai Hang; Yanhong Zeng; Yuchong Sun; Bei Liu; Huan Yang; Jianlong Fu; Baining Guo
,,,,,,,196,241b,11269,Measuring Compositional Consistency for Video Question Answering,Mona Gandhi; Mustafa Omer Gul; Eva Prakash; Madeleine Grunde-McLaughlin; Ranjay Krishna; Maneesh Agrawala
,,,,,,,197,242b,4884,SimVQA: Exploring Simulated Environments for Visual Question Answering,Paola Cascante-Bonilla; Hui Wu; Letao Wang; Rogerio S. Feris; Vicente Ordonez
,,,,,,,198,243b,4900,Transform-Retrieve-Generate: Natural Language-Centric Outside-Knowledge Visual Question Answering,Feng Gao; Qing Ping; Govind Thattai; Aishwarya Reganti; Ying Nian Wu; Prem Natarajan
,,,,,,,199,244b,5942,SwapMix: Diagnosing and Regularizing the Over-Reliance on Visual Context in Visual Question Answering,Vipul Gupta; Zhuowan Li; Adam Kortylewski; Chenyu Zhang; Yingwei Li; Alan Yuille
,,,,,,,200,245b,6495,MuKEA: Multimodal Knowledge Extraction and Accumulation for Knowledge-Based Visual Question Answering,Yang Ding; Jing Yu; Bang Liu; Yue Hu; Mingxin Cui; Qi Wu
,,,,,,,201,246b,8979,Maintaining Reasoning Consistency in Compositional Visual Question Answering,Chenchen Jing; Yunde Jia; Yuwei Wu; Xinyu Liu; Qi Wu
,,,,,,,202,247b,35,MLSLT: Towards Multilingual Sign Language Translation,Aoxiong Yin; Zhou Zhao; Weike Jin; Meng Zhang; Xingshan Zeng; Xiaofei He
,,,,,,,203,248b,7698,A Simple Multi-Modality Transfer Learning Baseline for Sign Language Translation,Yutong Chen; Fangyun Wei; Xiao Sun; Zhirong Wu; Stephen Lin
,,,,,,,204,249b,7170,C2SLR: Consistency-Enhanced Continuous Sign Language Recognition,Ronglai Zuo; Brian Mak
,,,,,,,205,250b,238,Signing at Scale: Learning to Co-Articulate Signs for Large-Scale Photo-Realistic Sign Language Production,Ben Saunders; Necati Cihan Camgoz; Richard Bowden
,,,,,,,206,251b,42,Generating Diverse and Natural 3D Human Motions From Text,Chuan Guo; Shihao Zou; Xinxin Zuo; Sen Wang; Wei Ji; Xingyu Li; Li Cheng
,,,,,,,207,252b,2207,Sub-Word Level Lip Reading With Visual Attention,K R Prajwal; Triantafyllos Afouras; Andrew Zisserman
,,,,,,,208,253b,4844,Habitat-Web: Learning Embodied Object-Search Strategies From Human Demonstrations at Scale,Ram Ramrakhya; Eric Undersander; Dhruv Batra; Abhishek Das
,,,,,,,209,254b,4562,ViSTA: Vision and Scene Text Aggregation for Cross-Modal Retrieval,Mengjun Cheng; Yipeng Sun; Longchao Wang; Xiongwei Zhu; Kun Yao; Jie Chen; Guoli Song; Junyu Han; Jingtuo Liu; Errui Ding; Jingdong Wang
,,,,,,,210,255b,9139,Cross Modal Retrieval With Querybank Normalisation,Simion-Vlad Bogolin; Ioana Croitoru; Hailin Jin; Yang Liu; Samuel Albanie
,,,,,,,211,256b,1980,Prompt Distribution Learning,Yuning Lu; Jianzhuang Liu; Yonggang Zhang; Yajing Liu; Xinmei Tian
,,,,,,,212,257b,9502,VALHALLA: Visual Hallucination for Machine Translation,Yi Li; Rameswar Panda; Yoon Kim; Chun-Fu (Richard) Chen; Rogerio S. Feris; David Cox; Nuno Vasconcelos
,,,,,,,213,258b,9493,VL-Adapter: Parameter-Efficient Transfer Learning for Vision-and-Language Tasks,Yi-Lin Sung; Jaemin Cho; Mohit Bansal
,,,,,,,214,259b,5457,Winoground: Probing Vision and Language Models for Visio-Linguistic Compositionality,Tristan Thrush; Ryan Jiang; Max Bartolo; Amanpreet Singh; Adina Williams; Douwe Kiela; Candace Ross
,,"Recognition: Detection, Categorization, Retrieval",8:30 AM,10:18 AM,18,Jean Ponce (Inria),1,1a,2239,MixFormer: Mixing Features Across Windows and Dimensions,Qiang Chen; Qiman Wu; Jian Wang; Qinghao Hu; Tao Hu; Errui Ding; Jian Cheng; Jingdong Wang
,,,,,,"Emily Hand (Univ. of Nevada, Reno)",2,2a,3121,Recurrent Glimpse-Based Decoder for Detection With Transformer,Zhe Chen; Jing Zhang; Dacheng Tao
,,,,,,Hedvig Kjellström (KTH Royal Inst. of Technology),3,3a,3726,Mobile-Former: Bridging MobileNet and Transformer,Yinpeng Chen; Xiyang Dai; Dongdong Chen; Mengchen Liu; Xiaoyi Dong; Lu Yuan; Zicheng Liu
,,,,,,,4,4a,3951,Unsupervised Domain Generalization by Learning a Bridge Across Domains,Sivan Harary; Eli Schwartz; Assaf Arbelle; Peter Staar; Shady Abu-Hussein; Elad Amrani; Roei Herzig; Amit Alfassy; Raja Giryes; Hilde Kuehne; Dina Katabi; Kate Saenko; Rogerio S. Feris; Leonid Karlinsky
,,,,,,,5,5a,523,SIGMA: Semantic-Complete Graph Matching for Domain Adaptive Object Detection,Wuyang Li; Xinyu Liu; Yixuan Yuan
,,,,,,,6,6a,7558,Target-Relevant Knowledge Preservation for Multi-Source Domain Adaptive Object Detection,Jiaxi Wu; Jiaxin Chen; Mengzhe He; Yiru Wang; Bo Li; Bingqi Ma; Weihao Gan; Wei Wu; Yali Wang; Di Huang
,,,,,,,7,7a,4129,PNP: Robust Learning From Noisy Labels by Probabilistic Noise Prediction,Zeren Sun; Fumin Shen; Dan Huang; Qiong Wang; Xiangbo Shu; Yazhou Yao; Jinhui Tang
,,,,,,,8,8a,5619,Few-Shot Object Detection With Fully Cross-Transformer,Guangxing Han; Jiawei Ma; Shiyuan Huang; Long Chen; Shih-Fu Chang
,,,,,,,9,9a,7353,Task Discrepancy Maximization for Fine-Grained Few-Shot Classification,SuBeen Lee; WonJun Moon; Jae-Pil Heo
,,,,,,,10,10a,1575,Leveraging Self-Supervision for Cross-Domain Crowd Counting,Weizhe Liu; Nikita Durasov; Pascal Fua
,,,,,,,11,11a,7895,What To Look at and Where: Semantic and Spatial Refined Transformer for Detecting Human-Object Interactions,A S M Iftekhar; Hao Chen; Kaustav Kundu; Xinyu Li; Joseph Tighe; Davide Modolo
,,,,,,,12,12a,8865,AdaMixer: A Fast-Converging Query-Based Object Detector,Ziteng Gao; Limin Wang; Bing Han; Sheng Guo
,,,,,,,13,13a,5850,Correlation Verification for Image Retrieval,Seongwon Lee; Hongje Seong; Suhyeon Lee; Euntai Kim
,,,,,,,14,14a,5763,Real-Time Object Detection for Streaming Perception,Jinrong Yang; Songtao Liu; Zeming Li; Xiaoping Li; Jian Sun
,,,,,,,15,15a,3658,Deep Visual Geo-Localization Benchmark,Gabriele Berton; Riccardo Mereu; Gabriele Trivigno; Carlo Masone; Gabriela Csurka; Torsten Sattler; Barbara Caputo
,,,,,,,16,16a,5563,RendNet: Unified 2D/3D Recognizer With Latent Space Rendering,Ruoxi Shi; Xinyang Jiang; Caihua Shan; Yansen Wang; Dongsheng Li
,,,,,,,17,17a,5679,Sparse Fuse Dense: Towards High Quality 3D Detection With Depth Completion,Xiaopei Wu; Liang Peng; Honghui Yang; Liang Xie; Chenxi Huang; Chengqi Deng; Haifeng Liu; Deng Cai
,,,,,,,18,18a,3688,Focal Sparse Convolutional Networks for 3D Object Detection,Yukang Chen; Yanwei Li; Xiangyu Zhang; Jian Sun; Jiaya Jia
,,3D From Multi-View & Sensors,8:30 AM,10:18 AM,18,Daniel Cremers (TU Munich),1,19a,3358,Point-NeRF: Point-Based Neural Radiance Fields,Qiangeng Xu; Zexiang Xu; Julien Philip; Sai Bi; Zhixin Shu; Kalyan Sunkavalli; Ulrich Neumann
,,,,,,Kostas Daniilidis (Univ. of Pennsylvania),2,20a,5064,NeRFusion: Fusing Radiance Fields for Large-Scale Scene Reconstruction,Xiaoshuai Zhang; Sai Bi; Kalyan Sunkavalli; Hao Su; Zexiang Xu
,,,,,,,3,21a,90,Direct Voxel Grid Optimization: Super-Fast Convergence for Radiance Fields Reconstruction,Cheng Sun; Min Sun; Hwann-Tzong Chen
,,,,,,,4,22a,9422,Mip-NeRF 360: Unbounded Anti-Aliased Neural Radiance Fields,Jonathan T. Barron; Ben Mildenhall; Dor Verbin; Pratul P. Srinivasan; Peter Hedman
,,,,,,,5,23a,1770,RegNeRF: Regularizing Neural Radiance Fields for View Synthesis From Sparse Inputs,Michael Niemeyer; Jonathan T. Barron; Ben Mildenhall; Mehdi S. M. Sajjadi; Andreas Geiger; Noha Radwan
,,,,,,,6,24a,516,Ref-NeRF: Structured View-Dependent Appearance for Neural Radiance Fields,Dor Verbin; Peter Hedman; Ben Mildenhall; Todd Zickler; Jonathan T. Barron; Pratul P. Srinivasan
,,,,,,,7,25a,9439,Plenoxels: Radiance Fields Without Neural Networks,Sara Fridovich-Keil; Alex Yu; Matthew Tancik; Qinhong Chen; Benjamin Recht; Angjoo Kanazawa
,,,,,,,8,26a,60,Neural 3D Scene Reconstruction With the Manhattan-World Assumption,Haoyu Guo; Sida Peng; Haotong Lin; Qianqian Wang; Guofeng Zhang; Hujun Bao; Xiaowei Zhou
,,,,,,,9,27a,8277,Neural 3D Video Synthesis From Multi-View Video,Tianye Li; Mira Slavcheva; Michael Zollhöfer; Simon Green; Christoph Lassner; Changil Kim; Tanner Schmidt; Steven Lovegrove; Michael Goesele; Richard Newcombe; Zhaoyang Lv
,,,,,,,10,28a,9361,Learning To Solve Hard Minimal Problems,Petr Hruby; Timothy Duff; Anton Leykin; Tomas Pajdla
,,,,,,,11,29a,6557,Learning a Structured Latent Space for Unsupervised Point Cloud Completion,Yingjie Cai; Kwan-Yee Lin; Chao Zhang; Qiang Wang; Xiaogang Wang; Hongsheng Li
,,,,,,,12,30a,5710,Lepard: Learning Partial Point Cloud Matching in Rigid and Deformable Scenes,Yang Li; Tatsuya Harada
,,,,,,,13,31a,4298,IRON: Inverse Rendering by Optimizing Neural SDFs and Materials From Photometric Images,Kai Zhang; Fujun Luan; Zhengqi Li; Noah Snavely
,,,,,,,14,32a,2076,Learning Multi-View Aggregation in the Wild for Large-Scale 3D Semantic Segmentation,Damien Robert; Bruno Vallet; Loic Landrieu
,,,,,,,15,33a,226,HyperDet3D: Learning a Scene-Conditioned 3D Object Detector,Yu Zheng; Yueqi Duan; Jiwen Lu; Jie Zhou; Qi Tian
,,,,,,,16,34a,11034,KeyTr: Keypoint Transporter for 3D Reconstruction of Deformable Objects in Videos,David Novotny; Ignacio Rocco; Samarth Sinha; Alexandre Carlier; Gael Kerchenbaum; Roman Shapovalov; Nikita Smetanin; Natalia Neverova; Benjamin Graham; Andrea Vedaldi
,,,,,,,17,35a,8135,SelfRecon: Self Reconstruction Your Digital Avatar From Monocular Video,Boyi Jiang; Yang Hong; Hujun Bao; Juyong Zhang
,,,,,,,18,36a,3716,Ditto: Building Digital Twins of Articulated Objects From Interaction,Zhenyu Jiang; Cheng-Chun Hsu; Yuke Zhu
,,Low-Level Vision,8:30 AM,10:18 AM,18,Minsu Cho (POSTECH),1,37a,1870,Bijective Mapping Network for Shadow Removal,Yurui Zhu; Jie Huang; Xueyang Fu; Feng Zhao; Qibin Sun; Zheng-Jun Zha
,,,,,,Kavita Bala (Cornell Univ.),2,38a,4550,"Toward Fast, Flexible, and Robust Low-Light Image Enhancement",Long Ma; Tengyu Ma; Risheng Liu; Xin Fan; Zhongxuan Luo
,,,,,,,3,39a,401,Robust Equivariant Imaging: A Fully Unsupervised Framework for Learning To Image From Noisy and Partial Measurements,Dongdong Chen; Julián Tachella; Mike E. Davies
,,,,,,,4,40a,2802,Details or Artifacts: A Locally Discriminative Learning Approach to Realistic Image Super-Resolution,Jie Liang; Hui Zeng; Lei Zhang
,,,,,,,5,41a,2823,Dual Adversarial Adaptation for Cross-Device Real-World Image Super-Resolution,Xiaoqian Xu; Pengxu Wei; Weikai Chen; Yang Liu; Mingzhi Mao; Liang Lin; Guanbin Li
,,,,,,,6,42a,5662,SphereSR: 360° Image Super-Resolution With Arbitrary Projection via Continuous Spherical Image Representation,Youngho Yoon; Inchul Chung; Lin Wang; Kuk-Jin Yoon
,,,,,,,7,43a,5142,Learning Trajectory-Aware Transformer for Video Super-Resolution,Chengxu Liu; Huan Yang; Jianlong Fu; Xueming Qian
,,,,,,,8,44a,3101,Discrete Cosine Transform Network for Guided Depth Map Super-Resolution,Zixiang Zhao; Jiangshe Zhang; Shuang Xu; Zudi Lin; Hanspeter Pfister
,,,,,,,9,45a,5073,Faithful Extreme Rescaling via Generative Prior Reciprocated Invertible Representations,Zhixuan Zhong; Liangyu Chai; Yang Zhou; Bailin Deng; Jia Pan; Shengfeng He
,,,,,,,10,46a,2991,ELIC: Efficient Learned Image Compression With Unevenly Grouped Space-Channel Contextual Adaptive Coding,Dailan He; Ziming Yang; Weikun Peng; Rui Ma; Hongwei Qin; Yan Wang
,,,,,,,11,47a,10042,Restormer: Efficient Transformer for High-Resolution Image Restoration,Syed Waqas Zamir; Aditya Arora; Salman Khan; Munawar Hayat; Fahad Shahbaz Khan; Ming-Hsuan Yang
,,,,,,,12,48a,3942,Deep Rectangling for Image Stitching: A Learning Baseline,Lang Nie; Chunyu Lin; Kang Liao; Shuaicheng Liu; Yao Zhao
,,,,,,,13,49a,6492,Parametric Scattering Networks,Shanel Gauthier; Benjamin Thérien; Laurent Alsène-Racicot; Muawiz Chaudhary; Irina Rish; Eugene Belilovsky; Michael Eickenberg; Guy Wolf
,,,,,,,14,50a,8335,Burst Image Restoration and Enhancement,Akshay Dudhane; Syed Waqas Zamir; Salman Khan; Fahad Shahbaz Khan; Ming-Hsuan Yang
,,,,,,,15,51a,2106,MAXIM: Multi-Axis MLP for Image Processing,Zhengzhong Tu; Hossein Talebi; Han Zhang; Feng Yang; Peyman Milanfar; Alan Bovik; Yinxiao Li
,,,,,,,16,52a,2094,Event-Aided Direct Sparse Odometry,Javier Hidalgo-Carrió; Guillermo Gallego; Davide Scaramuzza
,,,,,,,17,53a,4528,CamLiFlow: Bidirectional Camera-LiDAR Fusion for Joint Optical Flow and Scene Flow Estimation,Haisong Liu; Tao Lu; Yihui Xu; Jia Liu; Wenjie Li; Lijun Chen
,,,,,,,18,54a,7236,Target-Aware Dual Adversarial Learning and a Multi-Scenario Multi-Modality Benchmark To Fuse Infrared and Visible for Object Detection,Jinyuan Liu; Xin Fan; Zhanbo Huang; Guanyao Wu; Risheng Liu; Wei Zhong; Zhongxuan Luo
,,Low-Level Vision,10:00 AM,12:30 PM,205,,1,55a,8948,Image Dehazing Transformer With Transmission-Aware 3D Position Embedding,Chun-Le Guo; Qixin Yan; Saeed Anwar; Runmin Cong; Wenqi Ren; Chongyi Li
,,,,,,,2,56a,5008,Unsupervised Deraining: Where Contrastive Learning Meets Self-Similarity,Yuntong Ye; Changfeng Yu; Yi Chang; Lin Zhu; Xi-Le Zhao; Luxin Yan; Yonghong Tian
,,,,,,,3,57a,4949,Towards Multi-Domain Single Image Dehazing via Test-Time Training,Huan Liu; Zijun Wu; Liangyan Li; Sadaf Salehkalaibar; Jun Chen; Keyan Wang
